device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
Bento - Igreja Cristo Rei (15);2024-03;eco2;;;
Bento - Igreja Cristo Rei (15);2024-03;etvoc;;;
Bento - Igreja Cristo Rei (15);2024-03;luminosidade;;;
Bento - Igreja Cristo Rei (15);2024-03;ruido;;;
Bento - Igreja Cristo Rei (15);2024-03;temperatura;;;
Bento - Igreja Cristo Rei (15);2024-03;umidade;;;
Bento - Igreja São Bento (18);2024-03;eco2;;;
Bento - Igreja São Bento (18);2024-03;etvoc;;;
Bento - Igreja São Bento (18);2024-03;luminosidade;;;
Bento - Igreja São Bento (18);2024-03;ruido;;;
Bento - Igreja São Bento (18);2024-03;temperatura;;;
Bento - Igreja São Bento (18);2024-03;umidade;;;
Bento - UPA Zona Sul (08);2024-03;eco2;;;
Bento - UPA Zona Sul (08);2024-03;etvoc;;;
Bento - UPA Zona Sul (08);2024-03;luminosidade;;;
Bento - UPA Zona Sul (08);2024-03;ruido;;;
Bento - UPA Zona Sul (08);2024-03;temperatura;;;
Bento - UPA Zona Sul (08);2024-03;umidade;;;
Canela - CIT (12);2024-03;eco2;;;
Canela - CIT (12);2024-03;etvoc;;;
Canela - CIT (12);2024-03;luminosidade;;;
Canela - CIT (12);2024-03;ruido;;;
Canela - CIT (12);2024-03;temperatura;;;
Canela - CIT (12);2024-03;umidade;;;
Canela - Distrito Industrial (14);2024-03;eco2;;;
Canela - Distrito Industrial (14);2024-03;etvoc;;;
Canela - Distrito Industrial (14);2024-03;luminosidade;;;
Canela - Distrito Industrial (14);2024-03;ruido;;;
Canela - Distrito Industrial (14);2024-03;temperatura;;;
Canela - Distrito Industrial (14);2024-03;umidade;;;
Caxias - Praça Dante (06);2024-03;eco2;;;
Caxias - Praça Dante (06);2024-03;etvoc;;;
Caxias - Praça Dante (06);2024-03;luminosidade;;;
Caxias - Praça Dante (06);2024-03;ruido;;;
Caxias - Praça Dante (06);2024-03;temperatura;;;
Caxias - Praça Dante (06);2024-03;umidade;;;
Caxias - UBS São José (05);2024-03;eco2;;;
Caxias - UBS São José (05);2024-03;etvoc;;;
Caxias - UBS São José (05);2024-03;luminosidade;;;
Caxias - UBS São José (05);2024-03;ruido;;;
Caxias - UBS São José (05);2024-03;temperatura;;;
Caxias - UBS São José (05);2024-03;umidade;;;
Gramado - Prefeitura (22);2024-03;eco2;;;
Gramado - Prefeitura (22);2024-03;etvoc;;;
Gramado - Prefeitura (22);2024-03;luminosidade;;;
Gramado - Prefeitura (22);2024-03;ruido;;;
Gramado - Prefeitura (22);2024-03;temperatura;;;
Gramado - Prefeitura (22);2024-03;umidade;;;
Sao Chico - Antiga Seplan (16);2024-03;eco2;;;
Sao Chico - Antiga Seplan (16);2024-03;etvoc;;;
Sao Chico - Antiga Seplan (16);2024-03;luminosidade;;;
Sao Chico - Antiga Seplan (16);2024-03;ruido;;;
Sao Chico - Antiga Seplan (16);2024-03;temperatura;;;
Sao Chico - Antiga Seplan (16);2024-03;umidade;;;
São Chico - Biblioteca Pública (20);2024-03;eco2;;;
São Chico - Biblioteca Pública (20);2024-03;etvoc;;;
São Chico - Biblioteca Pública (20);2024-03;luminosidade;;;
São Chico - Biblioteca Pública (20);2024-03;ruido;;;
São Chico - Biblioteca Pública (20);2024-03;temperatura;;;
São Chico - Biblioteca Pública (20);2024-03;umidade;;;
São Chico - Escola (21);2024-03;eco2;;;
São Chico - Escola (21);2024-03;etvoc;;;
São Chico - Escola (21);2024-03;luminosidade;;;
São Chico - Escola (21);2024-03;ruido;;;
São Chico - Escola (21);2024-03;temperatura;;;
São Chico - Escola (21);2024-03;umidade;;;
sirrosteste_UCS_AMV-01;2024-03;eco2;170.0;1.515;0.0
sirrosteste_UCS_AMV-01;2024-03;etvoc;1481.0;410.563;400.0
sirrosteste_UCS_AMV-01;2024-03;luminosidade;27306.2;4579.499;0.0
sirrosteste_UCS_AMV-01;2024-03;ruido;120.0;102.232;0.0
sirrosteste_UCS_AMV-01;2024-03;temperatura;44.7;24.65;0.0
sirrosteste_UCS_AMV-01;2024-03;umidade;97.6;73.674;0.0
sirrosteste_UCS_AMV-04;2024-03;eco2;;;
sirrosteste_UCS_AMV-04;2024-03;etvoc;;;
sirrosteste_UCS_AMV-04;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-04;2024-03;ruido;;;
sirrosteste_UCS_AMV-04;2024-03;temperatura;;;
sirrosteste_UCS_AMV-04;2024-03;umidade;;;
sirrosteste_UCS_AMV-05;2024-03;eco2;1161.0;33.676;0.0
sirrosteste_UCS_AMV-05;2024-03;etvoc;2210.0;621.123;400.0
sirrosteste_UCS_AMV-05;2024-03;luminosidade;11665.7;306.187;0.0
sirrosteste_UCS_AMV-05;2024-03;ruido;120.0;61.777;39.8
sirrosteste_UCS_AMV-05;2024-03;temperatura;34.8;24.81;16.6
sirrosteste_UCS_AMV-05;2024-03;umidade;91.0;59.95;38.8
sirrosteste_UCS_AMV-06;2024-03;eco2;897.0;23.105;0.0
sirrosteste_UCS_AMV-06;2024-03;etvoc;2085.0;494.937;400.0
sirrosteste_UCS_AMV-06;2024-03;luminosidade;1990.5;84.267;0.1
sirrosteste_UCS_AMV-06;2024-03;ruido;120.0;74.614;41.5
sirrosteste_UCS_AMV-06;2024-03;temperatura;32.6;23.149;13.1
sirrosteste_UCS_AMV-06;2024-03;umidade;100.0;71.444;37.6
sirrosteste_UCS_AMV-07;2024-03;eco2;;;
sirrosteste_UCS_AMV-07;2024-03;etvoc;;;
sirrosteste_UCS_AMV-07;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-07;2024-03;ruido;;;
sirrosteste_UCS_AMV-07;2024-03;temperatura;;;
sirrosteste_UCS_AMV-07;2024-03;umidade;;;
sirrosteste_UCS_AMV-08;2024-03;eco2;;;
sirrosteste_UCS_AMV-08;2024-03;etvoc;;;
sirrosteste_UCS_AMV-08;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-08;2024-03;ruido;;;
sirrosteste_UCS_AMV-08;2024-03;temperatura;;;
sirrosteste_UCS_AMV-08;2024-03;umidade;;;
sirrosteste_UCS_AMV-09;2024-03;eco2;;;
sirrosteste_UCS_AMV-09;2024-03;etvoc;;;
sirrosteste_UCS_AMV-09;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-09;2024-03;ruido;;;
sirrosteste_UCS_AMV-09;2024-03;temperatura;;;
sirrosteste_UCS_AMV-09;2024-03;umidade;;;
sirrosteste_UCS_AMV-10;2024-03;eco2;;;
sirrosteste_UCS_AMV-10;2024-03;etvoc;;;
sirrosteste_UCS_AMV-10;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-10;2024-03;ruido;;;
sirrosteste_UCS_AMV-10;2024-03;temperatura;;;
sirrosteste_UCS_AMV-10;2024-03;umidade;;;
sirrosteste_UCS_AMV-11;2024-03;eco2;2504.0;26.941;0.0
sirrosteste_UCS_AMV-11;2024-03;etvoc;2833.0;536.832;400.0
sirrosteste_UCS_AMV-11;2024-03;luminosidade;9843.5;405.218;0.0
sirrosteste_UCS_AMV-11;2024-03;ruido;120.0;61.866;41.6
sirrosteste_UCS_AMV-11;2024-03;temperatura;37.3;25.041;0.0
sirrosteste_UCS_AMV-11;2024-03;umidade;99.9;61.533;0.0
sirrosteste_UCS_AMV-12;2024-03;eco2;546.0;27.563;0.0
sirrosteste_UCS_AMV-12;2024-03;etvoc;1873.0;578.879;400.0
sirrosteste_UCS_AMV-12;2024-03;luminosidade;27306.2;1488.144;0.0
sirrosteste_UCS_AMV-12;2024-03;ruido;111.4;57.077;41.6
sirrosteste_UCS_AMV-12;2024-03;temperatura;38.5;24.405;20.4
sirrosteste_UCS_AMV-12;2024-03;umidade;68.5;55.977;30.9
sirrosteste_UCS_AMV-13;2024-03;eco2;88.0;17.877;0.0
sirrosteste_UCS_AMV-13;2024-03;etvoc;984.0;405.754;400.0
sirrosteste_UCS_AMV-13;2024-03;luminosidade;2202.9;46.52;0.0
sirrosteste_UCS_AMV-13;2024-03;ruido;111.0;62.237;41.2
sirrosteste_UCS_AMV-13;2024-03;temperatura;36.2;26.415;19.3
sirrosteste_UCS_AMV-13;2024-03;umidade;68.3;57.623;29.9
sirrosteste_UCS_AMV-14;2024-03;eco2;370.0;28.695;0.0
sirrosteste_UCS_AMV-14;2024-03;etvoc;1731.0;590.34;400.0
sirrosteste_UCS_AMV-14;2024-03;luminosidade;27306.2;501.531;0.0
sirrosteste_UCS_AMV-14;2024-03;ruido;111.1;59.555;44.7
sirrosteste_UCS_AMV-14;2024-03;temperatura;40.5;26.034;22.0
sirrosteste_UCS_AMV-14;2024-03;umidade;73.0;61.217;27.8
sirrosteste_UCS_AMV-15;2024-03;eco2;;;
sirrosteste_UCS_AMV-15;2024-03;etvoc;;;
sirrosteste_UCS_AMV-15;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-15;2024-03;ruido;;;
sirrosteste_UCS_AMV-15;2024-03;temperatura;;;
sirrosteste_UCS_AMV-15;2024-03;umidade;;;
sirrosteste_UCS_AMV-16;2024-03;eco2;3003.0;46.68;0.0
sirrosteste_UCS_AMV-16;2024-03;etvoc;3072.0;669.026;400.0
sirrosteste_UCS_AMV-16;2024-03;luminosidade;8185.4;228.075;0.0
sirrosteste_UCS_AMV-16;2024-03;ruido;120.0;68.855;43.9
sirrosteste_UCS_AMV-16;2024-03;temperatura;33.6;27.341;19.0
sirrosteste_UCS_AMV-16;2024-03;umidade;72.5;57.693;39.4
sirrosteste_UCS_AMV-17;2024-03;eco2;3790.0;50.022;0.0
sirrosteste_UCS_AMV-17;2024-03;etvoc;3440.0;567.58;381.0
sirrosteste_UCS_AMV-17;2024-03;luminosidade;13220.8;865.749;-1.0
sirrosteste_UCS_AMV-17;2024-03;ruido;120.0;86.137;56.9
sirrosteste_UCS_AMV-17;2024-03;temperatura;406.1;-7.928;-1405.1
sirrosteste_UCS_AMV-17;2024-03;umidade;3935.0;291.713;18.7
sirrosteste_UCS_AMV-18;2024-03;eco2;;;
sirrosteste_UCS_AMV-18;2024-03;etvoc;;;
sirrosteste_UCS_AMV-18;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-18;2024-03;ruido;;;
sirrosteste_UCS_AMV-18;2024-03;temperatura;;;
sirrosteste_UCS_AMV-18;2024-03;umidade;;;
sirrosteste_UCS_AMV-19;2024-03;eco2;396.0;9.681;0.0
sirrosteste_UCS_AMV-19;2024-03;etvoc;1754.0;413.681;400.0
sirrosteste_UCS_AMV-19;2024-03;luminosidade;2639.4;25.888;0.0
sirrosteste_UCS_AMV-19;2024-03;ruido;120.0;65.295;41.7
sirrosteste_UCS_AMV-19;2024-03;temperatura;39.5;27.272;20.5
sirrosteste_UCS_AMV-19;2024-03;umidade;86.8;63.375;40.0
sirrosteste_UCS_AMV-20;2024-03;eco2;;;
sirrosteste_UCS_AMV-20;2024-03;etvoc;;;
sirrosteste_UCS_AMV-20;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-20;2024-03;ruido;;;
sirrosteste_UCS_AMV-20;2024-03;temperatura;;;
sirrosteste_UCS_AMV-20;2024-03;umidade;;;
sirrosteste_UCS_AMV-21;2024-03;eco2;20.0;19.277;0.0
sirrosteste_UCS_AMV-21;2024-03;etvoc;445.0;403.701;400.0
sirrosteste_UCS_AMV-21;2024-03;luminosidade;25019.1;2889.19;-1.0
sirrosteste_UCS_AMV-21;2024-03;ruido;110.7;83.56;61.0
sirrosteste_UCS_AMV-21;2024-03;temperatura;53.6;32.383;14.1
sirrosteste_UCS_AMV-21;2024-03;umidade;93.1;51.779;18.3
sirrosteste_UCS_AMV-22;2024-03;eco2;5589.0;175.07;0.0
sirrosteste_UCS_AMV-22;2024-03;etvoc;4282.0;763.501;400.0
sirrosteste_UCS_AMV-22;2024-03;luminosidade;7828.4;17.559;0.0
sirrosteste_UCS_AMV-22;2024-03;ruido;120.0;70.182;43.8
sirrosteste_UCS_AMV-22;2024-03;temperatura;35.6;28.277;20.6
sirrosteste_UCS_AMV-22;2024-03;umidade;89.3;66.144;37.4
sirrosteste_UCS_AMV-23;2024-03;eco2;;;
sirrosteste_UCS_AMV-23;2024-03;etvoc;;;
sirrosteste_UCS_AMV-23;2024-03;luminosidade;;;
sirrosteste_UCS_AMV-23;2024-03;ruido;;;
sirrosteste_UCS_AMV-23;2024-03;temperatura;;;
sirrosteste_UCS_AMV-23;2024-03;umidade;;;
Bento - Igreja Cristo Rei (15);2024-04;eco2;;;
Bento - Igreja Cristo Rei (15);2024-04;etvoc;;;
Bento - Igreja Cristo Rei (15);2024-04;luminosidade;;;
Bento - Igreja Cristo Rei (15);2024-04;ruido;;;
Bento - Igreja Cristo Rei (15);2024-04;temperatura;;;
Bento - Igreja Cristo Rei (15);2024-04;umidade;;;
Bento - Igreja São Bento (18);2024-04;eco2;;;
Bento - Igreja São Bento (18);2024-04;etvoc;;;
Bento - Igreja São Bento (18);2024-04;luminosidade;;;
Bento - Igreja São Bento (18);2024-04;ruido;;;
Bento - Igreja São Bento (18);2024-04;temperatura;;;
Bento - Igreja São Bento (18);2024-04;umidade;;;
Bento - UPA Zona Sul (08);2024-04;eco2;;;
Bento - UPA Zona Sul (08);2024-04;etvoc;;;
Bento - UPA Zona Sul (08);2024-04;luminosidade;;;
Bento - UPA Zona Sul (08);2024-04;ruido;;;
Bento - UPA Zona Sul (08);2024-04;temperatura;;;
Bento - UPA Zona Sul (08);2024-04;umidade;;;
Canela - CIT (12);2024-04;eco2;;;
Canela - CIT (12);2024-04;etvoc;;;
Canela - CIT (12);2024-04;luminosidade;;;
Canela - CIT (12);2024-04;ruido;;;
Canela - CIT (12);2024-04;temperatura;;;
Canela - CIT (12);2024-04;umidade;;;
Canela - Distrito Industrial (14);2024-04;eco2;;;
Canela - Distrito Industrial (14);2024-04;etvoc;;;
Canela - Distrito Industrial (14);2024-04;luminosidade;;;
Canela - Distrito Industrial (14);2024-04;ruido;;;
Canela - Distrito Industrial (14);2024-04;temperatura;;;
Canela - Distrito Industrial (14);2024-04;umidade;;;
Caxias - Praça Dante (06);2024-04;eco2;;;
Caxias - Praça Dante (06);2024-04;etvoc;;;
Caxias - Praça Dante (06);2024-04;luminosidade;;;
Caxias - Praça Dante (06);2024-04;ruido;;;
Caxias - Praça Dante (06);2024-04;temperatura;;;
Caxias - Praça Dante (06);2024-04;umidade;;;
Caxias - UBS São José (05);2024-04;eco2;;;
Caxias - UBS São José (05);2024-04;etvoc;;;
Caxias - UBS São José (05);2024-04;luminosidade;;;
Caxias - UBS São José (05);2024-04;ruido;;;
Caxias - UBS São José (05);2024-04;temperatura;;;
Caxias - UBS São José (05);2024-04;umidade;;;
Gramado - Prefeitura (22);2024-04;eco2;;;
Gramado - Prefeitura (22);2024-04;etvoc;;;
Gramado - Prefeitura (22);2024-04;luminosidade;;;
Gramado - Prefeitura (22);2024-04;ruido;;;
Gramado - Prefeitura (22);2024-04;temperatura;;;
Gramado - Prefeitura (22);2024-04;umidade;;;
Sao Chico - Antiga Seplan (16);2024-04;eco2;;;
Sao Chico - Antiga Seplan (16);2024-04;etvoc;;;
Sao Chico - Antiga Seplan (16);2024-04;luminosidade;;;
Sao Chico - Antiga Seplan (16);2024-04;ruido;;;
Sao Chico - Antiga Seplan (16);2024-04;temperatura;;;
Sao Chico - Antiga Seplan (16);2024-04;umidade;;;
São Chico - Biblioteca Pública (20);2024-04;eco2;;;
São Chico - Biblioteca Pública (20);2024-04;etvoc;;;
São Chico - Biblioteca Pública (20);2024-04;luminosidade;;;
São Chico - Biblioteca Pública (20);2024-04;ruido;;;
São Chico - Biblioteca Pública (20);2024-04;temperatura;;;
São Chico - Biblioteca Pública (20);2024-04;umidade;;;
São Chico - Escola (21);2024-04;eco2;;;
São Chico - Escola (21);2024-04;etvoc;;;
São Chico - Escola (21);2024-04;luminosidade;;;
São Chico - Escola (21);2024-04;ruido;;;
São Chico - Escola (21);2024-04;temperatura;;;
São Chico - Escola (21);2024-04;umidade;;;
sirrosteste_UCS_AMV-01;2024-04;eco2;;;
sirrosteste_UCS_AMV-01;2024-04;etvoc;;;
sirrosteste_UCS_AMV-01;2024-04;luminosidade;;;
sirrosteste_UCS_AMV-01;2024-04;ruido;;;
sirrosteste_UCS_AMV-01;2024-04;temperatura;;;
sirrosteste_UCS_AMV-01;2024-04;umidade;;;
sirrosteste_UCS_AMV-04;2024-04;eco2;1182.0;143.06;0.0
sirrosteste_UCS_AMV-04;2024-04;etvoc;2217.0;906.805;400.0
sirrosteste_UCS_AMV-04;2024-04;luminosidade;9084.4;237.041;-1.0
sirrosteste_UCS_AMV-04;2024-04;ruido;120.0;78.018;38.2
sirrosteste_UCS_AMV-04;2024-04;temperatura;30.3;23.322;19.3
sirrosteste_UCS_AMV-04;2024-04;umidade;84.2;69.372;47.6
sirrosteste_UCS_AMV-05;2024-04;eco2;6418.0;57.992;0.0
sirrosteste_UCS_AMV-05;2024-04;etvoc;4671.0;705.132;400.0
sirrosteste_UCS_AMV-05;2024-04;luminosidade;5258.4;541.459;0.0
sirrosteste_UCS_AMV-05;2024-04;ruido;111.6;72.535;50.8
sirrosteste_UCS_AMV-05;2024-04;temperatura;35.7;20.64;9.8
sirrosteste_UCS_AMV-05;2024-04;umidade;95.8;76.793;37.1
sirrosteste_UCS_AMV-06;2024-04;eco2;244.0;19.599;0.0
sirrosteste_UCS_AMV-06;2024-04;etvoc;1598.0;403.653;400.0
sirrosteste_UCS_AMV-06;2024-04;luminosidade;1370.9;96.943;0.4
sirrosteste_UCS_AMV-06;2024-04;ruido;120.0;82.97;58.0
sirrosteste_UCS_AMV-06;2024-04;temperatura;33.0;19.852;11.9
sirrosteste_UCS_AMV-06;2024-04;umidade;100.0;88.579;44.3
sirrosteste_UCS_AMV-07;2024-04;eco2;1188.0;71.361;0.0
sirrosteste_UCS_AMV-07;2024-04;etvoc;2222.0;762.466;400.0
sirrosteste_UCS_AMV-07;2024-04;luminosidade;5062.6;381.903;0.0
sirrosteste_UCS_AMV-07;2024-04;ruido;103.0;58.43;39.0
sirrosteste_UCS_AMV-07;2024-04;temperatura;26.2;22.416;18.7
sirrosteste_UCS_AMV-07;2024-04;umidade;79.2;70.442;59.7
sirrosteste_UCS_AMV-08;2024-04;eco2;830.0;23.386;0.0
sirrosteste_UCS_AMV-08;2024-04;etvoc;2051.0;532.301;400.0
sirrosteste_UCS_AMV-08;2024-04;luminosidade;11006.0;616.633;0.0
sirrosteste_UCS_AMV-08;2024-04;ruido;111.9;68.57;41.7
sirrosteste_UCS_AMV-08;2024-04;temperatura;31.8;20.266;13.5
sirrosteste_UCS_AMV-08;2024-04;umidade;97.2;73.224;44.0
sirrosteste_UCS_AMV-09;2024-04;eco2;20.0;19.995;0.0
sirrosteste_UCS_AMV-09;2024-04;etvoc;403.0;403.0;401.0
sirrosteste_UCS_AMV-09;2024-04;luminosidade;226.5;1.112;0.0
sirrosteste_UCS_AMV-09;2024-04;ruido;112.8;84.306;49.8
sirrosteste_UCS_AMV-09;2024-04;temperatura;28.3;22.088;19.9
sirrosteste_UCS_AMV-09;2024-04;umidade;77.0;63.832;49.7
sirrosteste_UCS_AMV-10;2024-04;eco2;1186.0;82.722;0.0
sirrosteste_UCS_AMV-10;2024-04;etvoc;2221.0;748.567;400.0
sirrosteste_UCS_AMV-10;2024-04;luminosidade;130.3;5.11;0.0
sirrosteste_UCS_AMV-10;2024-04;ruido;120.0;63.706;40.9
sirrosteste_UCS_AMV-10;2024-04;temperatura;28.3;21.463;15.7
sirrosteste_UCS_AMV-10;2024-04;umidade;96.6;69.345;49.4
sirrosteste_UCS_AMV-11;2024-04;eco2;190.0;20.03;15.0
sirrosteste_UCS_AMV-11;2024-04;etvoc;1490.0;403.294;403.0
sirrosteste_UCS_AMV-11;2024-04;luminosidade;9277.7;1050.001;0.0
sirrosteste_UCS_AMV-11;2024-04;ruido;120.0;72.463;49.5
sirrosteste_UCS_AMV-11;2024-04;temperatura;35.3;18.09;0.0
sirrosteste_UCS_AMV-11;2024-04;umidade;99.9;67.514;0.0
sirrosteste_UCS_AMV-12;2024-04;eco2;1180.0;35.445;0.0
sirrosteste_UCS_AMV-12;2024-04;etvoc;2216.0;581.52;400.0
sirrosteste_UCS_AMV-12;2024-04;luminosidade;27306.2;468.556;0.0
sirrosteste_UCS_AMV-12;2024-04;ruido;120.0;63.912;41.3
sirrosteste_UCS_AMV-12;2024-04;temperatura;34.8;23.842;19.5
sirrosteste_UCS_AMV-12;2024-04;umidade;78.1;59.125;36.9
sirrosteste_UCS_AMV-13;2024-04;eco2;6565.0;50.66;0.0
sirrosteste_UCS_AMV-13;2024-04;etvoc;4164.0;663.726;400.0
sirrosteste_UCS_AMV-13;2024-04;luminosidade;1791.6;86.546;0.0
sirrosteste_UCS_AMV-13;2024-04;ruido;120.0;62.82;38.5
sirrosteste_UCS_AMV-13;2024-04;temperatura;33.2;23.679;18.9
sirrosteste_UCS_AMV-13;2024-04;umidade;77.5;63.239;40.7
sirrosteste_UCS_AMV-14;2024-04;eco2;1173.0;51.099;0.0
sirrosteste_UCS_AMV-14;2024-04;etvoc;2214.0;662.818;400.0
sirrosteste_UCS_AMV-14;2024-04;luminosidade;20482.0;129.787;0.0
sirrosteste_UCS_AMV-14;2024-04;ruido;110.6;64.796;44.4
sirrosteste_UCS_AMV-14;2024-04;temperatura;37.7;24.765;21.5
sirrosteste_UCS_AMV-14;2024-04;umidade;79.6;62.416;30.0
sirrosteste_UCS_AMV-15;2024-04;eco2;1077.0;40.867;0.0
sirrosteste_UCS_AMV-15;2024-04;etvoc;2170.0;652.059;400.0
sirrosteste_UCS_AMV-15;2024-04;luminosidade;1619.2;102.727;0.0
sirrosteste_UCS_AMV-15;2024-04;ruido;120.0;67.845;0.0
sirrosteste_UCS_AMV-15;2024-04;temperatura;35.2;21.411;14.0
sirrosteste_UCS_AMV-15;2024-04;umidade;97.8;69.476;30.7
sirrosteste_UCS_AMV-16;2024-04;eco2;4859.0;71.493;0.0
sirrosteste_UCS_AMV-16;2024-04;etvoc;3930.0;816.384;400.0
sirrosteste_UCS_AMV-16;2024-04;luminosidade;184.6;1.343;0.0
sirrosteste_UCS_AMV-16;2024-04;ruido;120.0;61.102;43.6
sirrosteste_UCS_AMV-16;2024-04;temperatura;31.2;23.592;19.5
sirrosteste_UCS_AMV-16;2024-04;umidade;81.1;65.01;43.9
sirrosteste_UCS_AMV-17;2024-04;eco2;2543.0;62.583;0.0
sirrosteste_UCS_AMV-17;2024-04;etvoc;2854.0;641.41;382.0
sirrosteste_UCS_AMV-17;2024-04;luminosidade;309.5;3.691;-1.0
sirrosteste_UCS_AMV-17;2024-04;ruido;120.0;82.331;0.0
sirrosteste_UCS_AMV-17;2024-04;temperatura;628.5;-21.801;-1904.3
sirrosteste_UCS_AMV-17;2024-04;umidade;5193.5;373.699;21.1
sirrosteste_UCS_AMV-18;2024-04;eco2;1085.0;26.762;0.0
sirrosteste_UCS_AMV-18;2024-04;etvoc;2174.0;552.495;400.0
sirrosteste_UCS_AMV-18;2024-04;luminosidade;6307.1;488.854;0.0
sirrosteste_UCS_AMV-18;2024-04;ruido;120.0;70.734;41.3
sirrosteste_UCS_AMV-18;2024-04;temperatura;35.0;21.182;14.0
sirrosteste_UCS_AMV-18;2024-04;umidade;118.9;81.625;40.8
sirrosteste_UCS_AMV-19;2024-04;eco2;1192.0;92.701;0.0
sirrosteste_UCS_AMV-19;2024-04;etvoc;2224.0;702.636;400.0
sirrosteste_UCS_AMV-19;2024-04;luminosidade;3574.4;86.275;0.0
sirrosteste_UCS_AMV-19;2024-04;ruido;120.0;64.439;41.4
sirrosteste_UCS_AMV-19;2024-04;temperatura;37.4;23.566;0.0
sirrosteste_UCS_AMV-19;2024-04;umidade;97.2;66.734;0.0
sirrosteste_UCS_AMV-20;2024-04;eco2;554.0;40.648;0.0
sirrosteste_UCS_AMV-20;2024-04;etvoc;1875.0;667.121;400.0
sirrosteste_UCS_AMV-20;2024-04;luminosidade;275.3;1.726;0.0
sirrosteste_UCS_AMV-20;2024-04;ruido;120.0;58.16;43.0
sirrosteste_UCS_AMV-20;2024-04;temperatura;28.3;22.4;19.2
sirrosteste_UCS_AMV-20;2024-04;umidade;73.6;64.926;53.0
sirrosteste_UCS_AMV-21;2024-04;eco2;187.0;21.172;0.0
sirrosteste_UCS_AMV-21;2024-04;etvoc;1523.0;544.776;400.0
sirrosteste_UCS_AMV-21;2024-04;luminosidade;320.0;2.082;0.0
sirrosteste_UCS_AMV-21;2024-04;ruido;110.6;74.622;47.5
sirrosteste_UCS_AMV-21;2024-04;temperatura;28.3;22.188;20.0
sirrosteste_UCS_AMV-21;2024-04;umidade;77.0;63.915;49.4
sirrosteste_UCS_AMV-22;2024-04;eco2;1715.0;32.554;0.0
sirrosteste_UCS_AMV-22;2024-04;etvoc;2471.0;607.071;400.0
sirrosteste_UCS_AMV-22;2024-04;luminosidade;57.6;2.751;0.0
sirrosteste_UCS_AMV-22;2024-04;ruido;113.5;66.869;43.5
sirrosteste_UCS_AMV-22;2024-04;temperatura;31.6;23.848;20.6
sirrosteste_UCS_AMV-22;2024-04;umidade;83.4;65.172;45.4
sirrosteste_UCS_AMV-23;2024-04;eco2;1161.0;101.749;0.0
sirrosteste_UCS_AMV-23;2024-04;etvoc;2210.0;835.262;400.0
sirrosteste_UCS_AMV-23;2024-04;luminosidade;10868.7;277.016;0.0
sirrosteste_UCS_AMV-23;2024-04;ruido;120.0;73.582;41.4
sirrosteste_UCS_AMV-23;2024-04;temperatura;31.0;20.798;14.8
sirrosteste_UCS_AMV-23;2024-04;umidade;100.0;85.343;47.0
Bento - Igreja Cristo Rei (15);2024-05;eco2;;;
Bento - Igreja Cristo Rei (15);2024-05;etvoc;;;
Bento - Igreja Cristo Rei (15);2024-05;luminosidade;;;
Bento - Igreja Cristo Rei (15);2024-05;ruido;;;
Bento - Igreja Cristo Rei (15);2024-05;temperatura;;;
Bento - Igreja Cristo Rei (15);2024-05;umidade;;;
Bento - Igreja São Bento (18);2024-05;eco2;;;
Bento - Igreja São Bento (18);2024-05;etvoc;;;
Bento - Igreja São Bento (18);2024-05;luminosidade;;;
Bento - Igreja São Bento (18);2024-05;ruido;;;
Bento - Igreja São Bento (18);2024-05;temperatura;;;
Bento - Igreja São Bento (18);2024-05;umidade;;;
Bento - UPA Zona Sul (08);2024-05;eco2;;;
Bento - UPA Zona Sul (08);2024-05;etvoc;;;
Bento - UPA Zona Sul (08);2024-05;luminosidade;;;
Bento - UPA Zona Sul (08);2024-05;ruido;;;
Bento - UPA Zona Sul (08);2024-05;temperatura;;;
Bento - UPA Zona Sul (08);2024-05;umidade;;;
Canela - CIT (12);2024-05;eco2;;;
Canela - CIT (12);2024-05;etvoc;;;
Canela - CIT (12);2024-05;luminosidade;;;
Canela - CIT (12);2024-05;ruido;;;
Canela - CIT (12);2024-05;temperatura;;;
Canela - CIT (12);2024-05;umidade;;;
Canela - Distrito Industrial (14);2024-05;eco2;;;
Canela - Distrito Industrial (14);2024-05;etvoc;;;
Canela - Distrito Industrial (14);2024-05;luminosidade;;;
Canela - Distrito Industrial (14);2024-05;ruido;;;
Canela - Distrito Industrial (14);2024-05;temperatura;;;
Canela - Distrito Industrial (14);2024-05;umidade;;;
Caxias - Praça Dante (06);2024-05;eco2;;;
Caxias - Praça Dante (06);2024-05;etvoc;;;
Caxias - Praça Dante (06);2024-05;luminosidade;;;
Caxias - Praça Dante (06);2024-05;ruido;;;
Caxias - Praça Dante (06);2024-05;temperatura;;;
Caxias - Praça Dante (06);2024-05;umidade;;;
Caxias - UBS São José (05);2024-05;eco2;;;
Caxias - UBS São José (05);2024-05;etvoc;;;
Caxias - UBS São José (05);2024-05;luminosidade;;;
